,STATEFP,YEAR,INDICATOR,VALUE,STATE,STATEABBREVIATION
6607,38,2017,Med_TMAT_fac,5,North Dakota,ND
6608,39,2017,Med_TMAT_fac,106,Ohio,OH
6609,40,2017,Med_TMAT_fac,6,Oklahoma,OK
6610,41,2017,Med_TMAT_fac,24,Oregon,OR
6611,42,2017,Med_TMAT_fac,122,Pennsylvania,PA
6612,44,2017,Med_TMAT_fac,21,Rhode Island,RI
6613,45,2017,Med_TMAT_fac,8,South Carolina,SC
6614,46,2017,Med_TMAT_fac,3,South Dakota,SD
6615,47,2017,Med_TMAT_fac,9,Tennessee,TN
6616,48,2017,Med_TMAT_fac,29,Texas,TX
6617,49,2017,Med_TMAT_fac,30,Utah,UT
6618,50,2017,Med_TMAT_fac,18,Vermont,VT
6619,51,2017,Med_TMAT_fac,23,Virginia,VA
6620,53,2017,Med_TMAT_fac,45,Washington,WA
6621,54,2017,Med_TMAT_fac,23,West Virginia,WV
6622,55,2017,Med_TMAT_fac,39,Wisconsin,WI
6623,56,2017,Med_TMAT_fac,10,Wyoming,WY
6624,72,2017,Med_TMAT_fac,0,Puerto Rico,PR
6625,00,2017,AMAT_fac,287,United States,US
6626,01,2017,AMAT_fac,2,Alabama,AL
6627,02,2017,AMAT_fac,1,Alaska,AK
6628,04,2017,AMAT_fac,10,Arizona,AZ
6629,06,2017,AMAT_fac,19,California,CA
6630,08,2017,AMAT_fac,6,Colorado,CO
6631,09,2017,AMAT_fac,12,Connecticut,CT
6632,10,2017,AMAT_fac,6,Delaware,DE
6633,11,2017,AMAT_fac,1,District of Columbia,DC
6634,12,2017,AMAT_fac,14,Florida,FL
6635,13,2017,AMAT_fac,5,Georgia,GA
6636,16,2017,AMAT_fac,3,Idaho,ID
6637,17,2017,AMAT_fac,11,Illinois,IL
6638,18,2017,AMAT_fac,7,Indiana,IN
6639,19,2017,AMAT_fac,4,Iowa,IA
6640,21,2017,AMAT_fac,5,Kentucky,KY
6641,22,2017,AMAT_fac,4,Louisiana,LA
6642,24,2017,AMAT_fac,10,Maryland,MD
6643,25,2017,AMAT_fac,12,Massachusetts,MA
6644,26,2017,AMAT_fac,15,Michigan,MI
6645,27,2017,AMAT_fac,4,Minnesota,MN
6646,29,2017,AMAT_fac,2,Missouri,MO
6647,30,2017,AMAT_fac,3,Montana,MT
6648,32,2017,AMAT_fac,5,Nevada,NV
6649,34,2017,AMAT_fac,8,New Jersey,NJ
6650,35,2017,AMAT_fac,2,New Mexico,NM
6651,36,2017,AMAT_fac,24,New York,NY
6652,37,2017,AMAT_fac,10,North Carolina,NC
6653,38,2017,AMAT_fac,1,North Dakota,ND
6654,39,2017,AMAT_fac,13,Ohio,OH
6655,40,2017,AMAT_fac,1,Oklahoma,OK
6656,41,2017,AMAT_fac,6,Oregon,OR
6657,42,2017,AMAT_fac,20,Pennsylvania,PA
6658,44,2017,AMAT_fac,5,Rhode Island,RI
6659,45,2017,AMAT_fac,2,South Carolina,SC
6660,47,2017,AMAT_fac,1,Tennessee,TN
6661,48,2017,AMAT_fac,3,Texas,TX
6662,49,2017,AMAT_fac,4,Utah,UT
6663,50,2017,AMAT_fac,6,Vermont,VT
6664,51,2017,AMAT_fac,5,Virginia,VA
6665,53,2017,AMAT_fac,6,Washington,WA
6666,54,2017,AMAT_fac,7,West Virginia,WV
6667,55,2017,AMAT_fac,2,Wisconsin,WI
6668,05,2017,AMAT_fac,0,Arkansas,AR
6669,15,2017,AMAT_fac,0,Hawaii,HI
6670,20,2017,AMAT_fac,0,Kansas,KS
6671,23,2017,AMAT_fac,0,Maine,ME
6672,28,2017,AMAT_fac,0,Mississippi,MS
6673,31,2017,AMAT_fac,0,Nebraska,NE
6674,33,2017,AMAT_fac,0,New Hampshire,NH
6675,46,2017,AMAT_fac,0,South Dakota,SD
6676,56,2017,AMAT_fac,0,Wyoming,WY
6677,72,2017,AMAT_fac,0,Puerto Rico,PR
6678,00,2017,Med_AMAT_fac,210,United States,US
6679,01,2017,Med_AMAT_fac,2,Alabama,AL
6680,04,2017,Med_AMAT_fac,7,Arizona,AZ
6681,06,2017,Med_AMAT_fac,15,California,CA
6682,08,2017,Med_AMAT_fac,6,Colorado,CO
6683,09,2017,Med_AMAT_fac,9,Connecticut,CT
6684,10,2017,Med_AMAT_fac,4,Delaware,DE
6685,11,2017,Med_AMAT_fac,1,District of Columbia,DC
6686,12,2017,Med_AMAT_fac,8,Florida,FL
6687,13,2017,Med_AMAT_fac,1,Georgia,GA
6688,16,2017,Med_AMAT_fac,1,Idaho,ID
6689,17,2017,Med_AMAT_fac,3,Illinois,IL
6690,18,2017,Med_AMAT_fac,1,Indiana,IN
6691,19,2017,Med_AMAT_fac,1,Iowa,IA
6692,21,2017,Med_AMAT_fac,1,Kentucky,KY
6693,24,2017,Med_AMAT_fac,9,Maryland,MD
6694,25,2017,Med_AMAT_fac,10,Massachusetts,MA
6695,26,2017,Med_AMAT_fac,13,Michigan,MI
6696,27,2017,Med_AMAT_fac,3,Minnesota,MN
6697,29,2017,Med_AMAT_fac,2,Missouri,MO
6698,32,2017,Med_AMAT_fac,4,Nevada,NV
6699,34,2017,Med_AMAT_fac,6,New Jersey,NJ
6700,35,2017,Med_AMAT_fac,2,New Mexico,NM
6701,36,2017,Med_AMAT_fac,24,New York,NY
6702,37,2017,Med_AMAT_fac,5,North Carolina,NC
6703,38,2017,Med_AMAT_fac,1,North Dakota,ND
6704,39,2017,Med_AMAT_fac,11,Ohio,OH
6705,40,2017,Med_AMAT_fac,1,Oklahoma,OK
6706,41,2017,Med_AMAT_fac,6,Oregon,OR
6707,42,2017,Med_AMAT_fac,20,Pennsylvania,PA
6708,44,2017,Med_AMAT_fac,5,Rhode Island,RI
6709,45,2017,Med_AMAT_fac,1,South Carolina,SC
6710,49,2017,Med_AMAT_fac,4,Utah,UT
6711,50,2017,Med_AMAT_fac,6,Vermont,VT
6712,51,2017,Med_AMAT_fac,3,Virginia,VA
6713,53,2017,Med_AMAT_fac,5,Washington,WA
6714,54,2017,Med_AMAT_fac,7,West Virginia,WV
6715,55,2017,Med_AMAT_fac,2,Wisconsin,WI
6716,02,2017,Med_AMAT_fac,0,Alaska,AK
6717,05,2017,Med_AMAT_fac,0,Arkansas,AR
6718,15,2017,Med_AMAT_fac,0,Hawaii,HI
6719,20,2017,Med_AMAT_fac,0,Kansas,KS
6720,22,2017,Med_AMAT_fac,0,Louisiana,LA
6721,23,2017,Med_AMAT_fac,0,Maine,ME
6722,28,2017,Med_AMAT_fac,0,Mississippi,MS
6723,30,2017,Med_AMAT_fac,0,Montana,MT
6724,31,2017,Med_AMAT_fac,0,Nebraska,NE
6725,33,2017,Med_AMAT_fac,0,New Hampshire,NH
6726,46,2017,Med_AMAT_fac,0,South Dakota,SD
6727,47,2017,Med_AMAT_fac,0,Tennessee,TN
6728,48,2017,Med_AMAT_fac,0,Texas,TX
6729,56,2017,Med_AMAT_fac,0,Wyoming,WY
6730,72,2017,Med_AMAT_fac,0,Puerto Rico,PR
6731,00,2017,HIVT_fac,3423,United States,US
6732,01,2017,HIVT_fac,44,Alabama,AL
6733,02,2017,HIVT_fac,19,Alaska,AK
6734,04,2017,HIVT_fac,98,Arizona,AZ
6735,05,2017,HIVT_fac,19,Arkansas,AR
6736,06,2017,HIVT_fac,368,California,CA
6737,08,2017,HIVT_fac,36,Colorado,CO
6738,09,2017,HIVT_fac,67,Connecticut,CT
6739,10,2017,HIVT_fac,10,Delaware,DE
6740,11,2017,HIVT_fac,15,District of Columbia,DC
6741,12,2017,HIVT_fac,247,Florida,FL
6742,13,2017,HIVT_fac,133,Georgia,GA
6743,15,2017,HIVT_fac,14,Hawaii,HI
6744,16,2017,HIVT_fac,15,Idaho,ID
6745,17,2017,HIVT_fac,128,Illinois,IL
6746,18,2017,HIVT_fac,59,Indiana,IN
6747,19,2017,HIVT_fac,16,Iowa,IA
6748,20,2017,HIVT_fac,24,Kansas,KS
6749,21,2017,HIVT_fac,59,Kentucky,KY
6750,22,2017,HIVT_fac,58,Louisiana,LA
6751,23,2017,HIVT_fac,23,Maine,ME
6752,24,2017,HIVT_fac,112,Maryland,MD
6753,25,2017,HIVT_fac,134,Massachusetts,MA
6754,26,2017,HIVT_fac,68,Michigan,MI
6755,27,2017,HIVT_fac,45,Minnesota,MN
6756,28,2017,HIVT_fac,25,Mississippi,MS
6757,29,2017,HIVT_fac,44,Missouri,MO
6758,30,2017,HIVT_fac,20,Montana,MT
6759,31,2017,HIVT_fac,28,Nebraska,NE
6760,32,2017,HIVT_fac,37,Nevada,NV
6761,33,2017,HIVT_fac,12,New Hampshire,NH
6762,34,2017,HIVT_fac,90,New Jersey,NJ
6763,35,2017,HIVT_fac,29,New Mexico,NM
6764,36,2017,HIVT_fac,307,New York,NY
6765,37,2017,HIVT_fac,127,North Carolina,NC
6766,38,2017,HIVT_fac,5,North Dakota,ND
6767,39,2017,HIVT_fac,96,Ohio,OH
6768,40,2017,HIVT_fac,34,Oklahoma,OK
6769,41,2017,HIVT_fac,36,Oregon,OR
6770,42,2017,HIVT_fac,136,Pennsylvania,PA
6771,44,2017,HIVT_fac,17,Rhode Island,RI
6772,45,2017,HIVT_fac,53,South Carolina,SC
6773,46,2017,HIVT_fac,10,South Dakota,SD
6774,47,2017,HIVT_fac,76,Tennessee,TN
6775,48,2017,HIVT_fac,153,Texas,TX
6776,49,2017,HIVT_fac,37,Utah,UT
6777,50,2017,HIVT_fac,13,Vermont,VT
6778,51,2017,HIVT_fac,46,Virginia,VA
6779,53,2017,HIVT_fac,42,Washington,WA
6780,54,2017,HIVT_fac,21,West Virginia,WV
6781,55,2017,HIVT_fac,57,Wisconsin,WI
6782,56,2017,HIVT_fac,10,Wyoming,WY
6783,72,2017,HIVT_fac,51,Puerto Rico,PR
6784,00,2017,HCVT_fac,3347,United States,US
6785,01,2017,HCVT_fac,25,Alabama,AL
6786,02,2017,HCVT_fac,22,Alaska,AK
6787,04,2017,HCVT_fac,94,Arizona,AZ
6788,05,2017,HCVT_fac,14,Arkansas,AR
6789,06,2017,HCVT_fac,290,California,CA
6790,08,2017,HCVT_fac,100,Colorado,CO
6791,09,2017,HCVT_fac,60,Connecticut,CT
6792,10,2017,HCVT_fac,10,Delaware,DE
6793,11,2017,HCVT_fac,12,District of Columbia,DC
6794,12,2017,HCVT_fac,187,Florida,FL
6795,13,2017,HCVT_fac,109,Georgia,GA
6796,15,2017,HCVT_fac,14,Hawaii,HI
6797,16,2017,HCVT_fac,15,Idaho,ID
6798,17,2017,HCVT_fac,104,Illinois,IL
6799,18,2017,HCVT_fac,63,Indiana,IN
6800,19,2017,HCVT_fac,17,Iowa,IA
6801,20,2017,HCVT_fac,25,Kansas,KS
6802,21,2017,HCVT_fac,59,Kentucky,KY
6803,22,2017,HCVT_fac,44,Louisiana,LA
6804,23,2017,HCVT_fac,28,Maine,ME
6805,24,2017,HCVT_fac,119,Maryland,MD
6806,25,2017,HCVT_fac,143,Massachusetts,MA
6807,26,2017,HCVT_fac,84,Michigan,MI
6808,27,2017,HCVT_fac,47,Minnesota,MN
6809,28,2017,HCVT_fac,18,Mississippi,MS
6810,29,2017,HCVT_fac,48,Missouri,MO
6811,30,2017,HCVT_fac,24,Montana,MT
6812,31,2017,HCVT_fac,34,Nebraska,NE
6813,32,2017,HCVT_fac,25,Nevada,NV
6814,33,2017,HCVT_fac,12,New Hampshire,NH
6815,34,2017,HCVT_fac,72,New Jersey,NJ
6816,35,2017,HCVT_fac,34,New Mexico,NM
6817,36,2017,HCVT_fac,349,New York,NY
6818,37,2017,HCVT_fac,111,North Carolina,NC
6819,38,2017,HCVT_fac,7,North Dakota,ND
6820,39,2017,HCVT_fac,106,Ohio,OH
6821,40,2017,HCVT_fac,31,Oklahoma,OK
6822,41,2017,HCVT_fac,45,Oregon,OR
6823,42,2017,HCVT_fac,158,Pennsylvania,PA
6824,44,2017,HCVT_fac,17,Rhode Island,RI
6825,45,2017,HCVT_fac,37,South Carolina,SC
6826,46,2017,HCVT_fac,9,South Dakota,SD
6827,47,2017,HCVT_fac,60,Tennessee,TN
6828,48,2017,HCVT_fac,139,Texas,TX
6829,49,2017,HCVT_fac,44,Utah,UT
6830,50,2017,HCVT_fac,15,Vermont,VT
6831,51,2017,HCVT_fac,53,Virginia,VA
6832,53,2017,HCVT_fac,80,Washington,WA
6833,54,2017,HCVT_fac,25,West Virginia,WV
6834,55,2017,HCVT_fac,64,Wisconsin,WI
6835,56,2017,HCVT_fac,13,Wyoming,WY
6836,72,2017,HCVT_fac,32,Puerto Rico,PR
6837,00,2017,HICVT_fac,2689,United States,US
6838,01,2017,HICVT_fac,23,Alabama,AL
6839,02,2017,HICVT_fac,19,Alaska,AK
6840,04,2017,HICVT_fac,85,Arizona,AZ
6841,05,2017,HICVT_fac,13,Arkansas,AR
6842,06,2017,HICVT_fac,268,California,CA
6843,08,2017,HICVT_fac,34,Colorado,CO
6844,09,2017,HICVT_fac,58,Connecticut,CT
6845,10,2017,HICVT_fac,9,Delaware,DE
6846,11,2017,HICVT_fac,12,District of Columbia,DC
6847,12,2017,HICVT_fac,165,Florida,FL
6848,13,2017,HICVT_fac,95,Georgia,GA
6849,15,2017,HICVT_fac,13,Hawaii,HI
6850,16,2017,HICVT_fac,14,Idaho,ID
6851,17,2017,HICVT_fac,84,Illinois,IL
6852,18,2017,HICVT_fac,47,Indiana,IN
6853,19,2017,HICVT_fac,14,Iowa,IA
6854,20,2017,HICVT_fac,22,Kansas,KS
6855,21,2017,HICVT_fac,46,Kentucky,KY
6856,22,2017,HICVT_fac,39,Louisiana,LA
6857,23,2017,HICVT_fac,23,Maine,ME
6858,24,2017,HICVT_fac,84,Maryland,MD
6859,25,2017,HICVT_fac,110,Massachusetts,MA
6860,26,2017,HICVT_fac,56,Michigan,MI
6861,27,2017,HICVT_fac,41,Minnesota,MN
6862,28,2017,HICVT_fac,12,Mississippi,MS
6863,29,2017,HICVT_fac,37,Missouri,MO
6864,30,2017,HICVT_fac,19,Montana,MT
6865,31,2017,HICVT_fac,25,Nebraska,NE
6866,32,2017,HICVT_fac,23,Nevada,NV
6867,33,2017,HICVT_fac,11,New Hampshire,NH
6868,34,2017,HICVT_fac,61,New Jersey,NJ
6869,35,2017,HICVT_fac,28,New Mexico,NM
6870,36,2017,HICVT_fac,270,New York,NY
6871,37,2017,HICVT_fac,105,North Carolina,NC
6872,38,2017,HICVT_fac,5,North Dakota,ND
6873,39,2017,HICVT_fac,81,Ohio,OH
6874,40,2017,HICVT_fac,26,Oklahoma,OK
6875,41,2017,HICVT_fac,29,Oregon,OR
6876,42,2017,HICVT_fac,113,Pennsylvania,PA
6877,44,2017,HICVT_fac,16,Rhode Island,RI
6878,45,2017,HICVT_fac,35,South Carolina,SC
6879,46,2017,HICVT_fac,8,South Dakota,SD
6880,47,2017,HICVT_fac,57,Tennessee,TN
6881,48,2017,HICVT_fac,120,Texas,TX
6882,49,2017,HICVT_fac,35,Utah,UT
6883,50,2017,HICVT_fac,13,Vermont,VT
6884,51,2017,HICVT_fac,37,Virginia,VA
6885,53,2017,HICVT_fac,37,Washington,WA
6886,54,2017,HICVT_fac,21,West Virginia,WV
6887,55,2017,HICVT_fac,50,Wisconsin,WI
6888,56,2017,HICVT_fac,9,Wyoming,WY
6889,72,2017,HICVT_fac,32,Puerto Rico,PR
6890,00,2017,pct_HIVT_fac,28.14,United States,US
6891,01,2017,pct_HIVT_fac,37.29,Alabama,AL
6892,02,2017,pct_HIVT_fac,22.62,Alaska,AK
6893,04,2017,pct_HIVT_fac,32.45,Arizona,AZ
6894,05,2017,pct_HIVT_fac,19,Arkansas,AR
6895,06,2017,pct_HIVT_fac,33.24,California,CA
6896,08,2017,pct_HIVT_fac,10.37,Colorado,CO
6897,09,2017,pct_HIVT_fac,33.5,Connecticut,CT
6898,10,2017,pct_HIVT_fac,38.46,Delaware,DE
6899,11,2017,pct_HIVT_fac,62.5,District of Columbia,DC
6900,12,2017,pct_HIVT_fac,46.08,Florida,FL
6901,13,2017,pct_HIVT_fac,52.36,Georgia,GA
6902,15,2017,pct_HIVT_fac,9.66,Hawaii,HI
6903,16,2017,pct_HIVT_fac,14.15,Idaho,ID
6904,17,2017,pct_HIVT_fac,22.07,Illinois,IL
6905,18,2017,pct_HIVT_fac,21.3,Indiana,IN
6906,19,2017,pct_HIVT_fac,11.27,Iowa,IA
6907,20,2017,pct_HIVT_fac,14.46,Kansas,KS
6908,21,2017,pct_HIVT_fac,17.61,Kentucky,KY
6909,22,2017,pct_HIVT_fac,54.21,Louisiana,LA
6910,23,2017,pct_HIVT_fac,13.22,Maine,ME
6911,24,2017,pct_HIVT_fac,31.11,Maryland,MD
6912,25,2017,pct_HIVT_fac,40.24,Massachusetts,MA
6913,26,2017,pct_HIVT_fac,15.78,Michigan,MI
6914,27,2017,pct_HIVT_fac,13.35,Minnesota,MN
6915,28,2017,pct_HIVT_fac,36.23,Mississippi,MS
6916,29,2017,pct_HIVT_fac,18.64,Missouri,MO
6917,30,2017,pct_HIVT_fac,33.33,Montana,MT
6918,31,2017,pct_HIVT_fac,24.14,Nebraska,NE
6919,32,2017,pct_HIVT_fac,60.66,Nevada,NV
6920,33,2017,pct_HIVT_fac,17.91,New Hampshire,NH
6921,34,2017,pct_HIVT_fac,28.04,New Jersey,NJ
6922,35,2017,pct_HIVT_fac,24.17,New Mexico,NM
6923,36,2017,pct_HIVT_fac,39.92,New York,NY
6924,37,2017,pct_HIVT_fac,29.67,North Carolina,NC
6925,38,2017,pct_HIVT_fac,8.06,North Dakota,ND
6926,39,2017,pct_HIVT_fac,26.74,Ohio,OH
6927,40,2017,pct_HIVT_fac,20.73,Oklahoma,OK
6928,41,2017,pct_HIVT_fac,17.82,Oregon,OR
6929,42,2017,pct_HIVT_fac,27.87,Pennsylvania,PA
6930,44,2017,pct_HIVT_fac,36.96,Rhode Island,RI
6931,45,2017,pct_HIVT_fac,58.24,South Carolina,SC
6932,46,2017,pct_HIVT_fac,19.23,South Dakota,SD
6933,47,2017,pct_HIVT_fac,38.19,Tennessee,TN
6934,48,2017,pct_HIVT_fac,39.74,Texas,TX
6935,49,2017,pct_HIVT_fac,17.13,Utah,UT
6936,50,2017,pct_HIVT_fac,32.5,Vermont,VT
6937,51,2017,pct_HIVT_fac,24.6,Virginia,VA
6938,53,2017,pct_HIVT_fac,11.6,Washington,WA
6939,54,2017,pct_HIVT_fac,23.33,West Virginia,WV
6940,55,2017,pct_HIVT_fac,23.08,Wisconsin,WI
6941,56,2017,pct_HIVT_fac,21.28,Wyoming,WY
6942,72,2017,pct_HIVT_fac,56.04,Puerto Rico,PR
6943,00,2017,pct_HCVT_fac,27.51,United States,US
6944,01,2017,pct_HCVT_fac,21.19,Alabama,AL
6945,02,2017,pct_HCVT_fac,26.19,Alaska,AK
6946,04,2017,pct_HCVT_fac,31.13,Arizona,AZ
6947,05,2017,pct_HCVT_fac,14,Arkansas,AR
6948,06,2017,pct_HCVT_fac,26.2,California,CA
6949,08,2017,pct_HCVT_fac,28.82,Colorado,CO
6950,09,2017,pct_HCVT_fac,30,Connecticut,CT
6951,10,2017,pct_HCVT_fac,38.46,Delaware,DE
6952,11,2017,pct_HCVT_fac,50,District of Columbia,DC
6953,12,2017,pct_HCVT_fac,34.89,Florida,FL
6954,13,2017,pct_HCVT_fac,42.91,Georgia,GA
6955,15,2017,pct_HCVT_fac,9.66,Hawaii,HI
6956,16,2017,pct_HCVT_fac,14.15,Idaho,ID
6957,17,2017,pct_HCVT_fac,17.93,Illinois,IL
6958,18,2017,pct_HCVT_fac,22.74,Indiana,IN
6959,19,2017,pct_HCVT_fac,11.97,Iowa,IA
6960,20,2017,pct_HCVT_fac,15.06,Kansas,KS
6961,21,2017,pct_HCVT_fac,17.61,Kentucky,KY
6962,22,2017,pct_HCVT_fac,41.12,Louisiana,LA
6963,23,2017,pct_HCVT_fac,16.09,Maine,ME
6964,24,2017,pct_HCVT_fac,33.06,Maryland,MD
6965,25,2017,pct_HCVT_fac,42.94,Massachusetts,MA
6966,26,2017,pct_HCVT_fac,19.49,Michigan,MI
6967,27,2017,pct_HCVT_fac,13.95,Minnesota,MN
6968,28,2017,pct_HCVT_fac,26.09,Mississippi,MS
6969,29,2017,pct_HCVT_fac,20.34,Missouri,MO
6970,30,2017,pct_HCVT_fac,40,Montana,MT
6971,31,2017,pct_HCVT_fac,29.31,Nebraska,NE
6972,32,2017,pct_HCVT_fac,40.98,Nevada,NV
6973,33,2017,pct_HCVT_fac,17.91,New Hampshire,NH
6974,34,2017,pct_HCVT_fac,22.43,New Jersey,NJ
6975,35,2017,pct_HCVT_fac,28.33,New Mexico,NM
6976,36,2017,pct_HCVT_fac,45.38,New York,NY
6977,37,2017,pct_HCVT_fac,25.93,North Carolina,NC
6978,38,2017,pct_HCVT_fac,11.29,North Dakota,ND
6979,39,2017,pct_HCVT_fac,29.53,Ohio,OH
6980,40,2017,pct_HCVT_fac,18.9,Oklahoma,OK
6981,41,2017,pct_HCVT_fac,22.28,Oregon,OR
6982,42,2017,pct_HCVT_fac,32.38,Pennsylvania,PA
6983,44,2017,pct_HCVT_fac,36.96,Rhode Island,RI
6984,45,2017,pct_HCVT_fac,40.66,South Carolina,SC
6985,46,2017,pct_HCVT_fac,17.31,South Dakota,SD
6986,47,2017,pct_HCVT_fac,30.15,Tennessee,TN
6987,48,2017,pct_HCVT_fac,36.1,Texas,TX
6988,49,2017,pct_HCVT_fac,20.37,Utah,UT
6989,50,2017,pct_HCVT_fac,37.5,Vermont,VT
6990,51,2017,pct_HCVT_fac,28.34,Virginia,VA
6991,53,2017,pct_HCVT_fac,22.1,Washington,WA
6992,54,2017,pct_HCVT_fac,27.78,West Virginia,WV
6993,55,2017,pct_HCVT_fac,25.91,Wisconsin,WI
6994,56,2017,pct_HCVT_fac,27.66,Wyoming,WY
6995,72,2017,pct_HCVT_fac,35.16,Puerto Rico,PR
6996,00,2017,pct_HICVT_fac,22.1,United States,US
6997,01,2017,pct_HICVT_fac,19.49,Alabama,AL
6998,02,2017,pct_HICVT_fac,22.62,Alaska,AK
6999,04,2017,pct_HICVT_fac,28.15,Arizona,AZ
7000,05,2017,pct_HICVT_fac,13,Arkansas,AR
7001,06,2017,pct_HICVT_fac,24.21,California,CA
7002,08,2017,pct_HICVT_fac,9.8,Colorado,CO
7003,09,2017,pct_HICVT_fac,29,Connecticut,CT
7004,10,2017,pct_HICVT_fac,34.62,Delaware,DE
7005,11,2017,pct_HICVT_fac,50,District of Columbia,DC
7006,12,2017,pct_HICVT_fac,30.78,Florida,FL
7007,13,2017,pct_HICVT_fac,37.4,Georgia,GA
7008,15,2017,pct_HICVT_fac,8.97,Hawaii,HI
7009,16,2017,pct_HICVT_fac,13.21,Idaho,ID
7010,17,2017,pct_HICVT_fac,14.48,Illinois,IL
7011,18,2017,pct_HICVT_fac,16.97,Indiana,IN
7012,19,2017,pct_HICVT_fac,9.86,Iowa,IA
7013,20,2017,pct_HICVT_fac,13.25,Kansas,KS
7014,21,2017,pct_HICVT_fac,13.73,Kentucky,KY
7015,22,2017,pct_HICVT_fac,36.45,Louisiana,LA
7016,23,2017,pct_HICVT_fac,13.22,Maine,ME
7017,24,2017,pct_HICVT_fac,23.33,Maryland,MD
7018,25,2017,pct_HICVT_fac,33.03,Massachusetts,MA
7019,26,2017,pct_HICVT_fac,12.99,Michigan,MI
7020,27,2017,pct_HICVT_fac,12.17,Minnesota,MN
7021,28,2017,pct_HICVT_fac,17.39,Mississippi,MS
7022,29,2017,pct_HICVT_fac,15.68,Missouri,MO
7023,30,2017,pct_HICVT_fac,31.67,Montana,MT
7024,31,2017,pct_HICVT_fac,21.55,Nebraska,NE
7025,32,2017,pct_HICVT_fac,37.7,Nevada,NV
7026,33,2017,pct_HICVT_fac,16.42,New Hampshire,NH
7027,34,2017,pct_HICVT_fac,19,New Jersey,NJ
7028,35,2017,pct_HICVT_fac,23.33,New Mexico,NM
7029,36,2017,pct_HICVT_fac,35.11,New York,NY
7030,37,2017,pct_HICVT_fac,24.53,North Carolina,NC
7031,38,2017,pct_HICVT_fac,8.06,North Dakota,ND
7032,39,2017,pct_HICVT_fac,22.56,Ohio,OH
7033,40,2017,pct_HICVT_fac,15.85,Oklahoma,OK
7034,41,2017,pct_HICVT_fac,14.36,Oregon,OR
7035,42,2017,pct_HICVT_fac,23.16,Pennsylvania,PA
7036,44,2017,pct_HICVT_fac,34.78,Rhode Island,RI
7037,45,2017,pct_HICVT_fac,38.46,South Carolina,SC
7038,46,2017,pct_HICVT_fac,15.38,South Dakota,SD
7039,47,2017,pct_HICVT_fac,28.64,Tennessee,TN
7040,48,2017,pct_HICVT_fac,31.17,Texas,TX
7041,49,2017,pct_HICVT_fac,16.2,Utah,UT
7042,50,2017,pct_HICVT_fac,32.5,Vermont,VT
7043,51,2017,pct_HICVT_fac,19.79,Virginia,VA
7044,53,2017,pct_HICVT_fac,10.22,Washington,WA
7045,54,2017,pct_HICVT_fac,23.33,West Virginia,WV
7046,55,2017,pct_HICVT_fac,20.24,Wisconsin,WI
7047,56,2017,pct_HICVT_fac,19.15,Wyoming,WY
7048,72,2017,pct_HICVT_fac,35.16,Puerto Rico,PR
7049,23,2018,num_SSPs,4,Maine,ME
7050,12,2018,num_SSPs,2,Florida,FL
7051,38,2018,num_SSPs,0,North Dakota,ND
7052,45,2018,num_SSPs,1,South Carolina,SC
7053,72,2018,num_SSPs,3,Puerto Rico,PR
7054,51,2018,num_SSPs,0,Virginia,VA
7055,30,2018,num_SSPs,3,Montana,MT
7056,53,2018,num_SSPs,21,Washington,WA
7057,24,2018,num_SSPs,1,Maryland,MD
7058,50,2018,num_SSPs,4,Vermont,VT
7059,39,2018,num_SSPs,7,Ohio,OH
7060,54,2018,num_SSPs,10,West Virginia,WV
7061,21,2018,num_SSPs,23,Kentucky,KY
7062,25,2018,num_SSPs,10,Massachusetts,MA
7063,46,2018,num_SSPs,0,South Dakota,SD
7064,40,2018,num_SSPs,0,Oklahoma,OK
7065,26,2018,num_SSPs,6,Michigan,MI
7066,17,2018,num_SSPs,9,Illinois,IL
7067,48,2018,num_SSPs,0,Texas,TX
7068,35,2018,num_SSPs,32,New Mexico,NM
7069,16,2018,num_SSPs,0,Idaho,ID
7070,56,2018,num_SSPs,0,Wyoming,WY
7071,02,2018,num_SSPs,4,Alaska,AK
7072,15,2018,num_SSPs,1,Hawaii,HI
7073,04,2018,num_SSPs,7,Arizona,AZ
7074,32,2018,num_SSPs,2,Nevada,NV
7075,00,2018,num_SSPs,320,United States,US
7076,11,2018,num_SSPs,4,District of Columbia,DC
7077,29,2018,num_SSPs,2,Missouri,MO
7078,01,2018,num_SSPs,0,Alabama,AL
7079,28,2018,num_SSPs,0,Mississippi,MS
7080,34,2018,num_SSPs,6,New Jersey,NJ
7081,36,2018,num_SSPs,23,New York,NY
7082,08,2018,num_SSPs,7,Colorado,CO
7083,47,2018,num_SSPs,2,Tennessee,TN
7084,37,2018,num_SSPs,24,North Carolina,NC
7085,18,2018,num_SSPs,7,Indiana,IN
7086,06,2018,num_SSPs,43,California,CA
7087,19,2018,num_SSPs,1,Iowa,IA
7088,31,2018,num_SSPs,0,Nebraska,NE
7089,05,2018,num_SSPs,1,Arkansas,AR
7090,42,2018,num_SSPs,2,Pennsylvania,PA
7091,33,2018,num_SSPs,1,New Hampshire,NH
7092,27,2018,num_SSPs,10,Minnesota,MN
7093,22,2018,num_SSPs,3,Louisiana,LA
7094,13,2018,num_SSPs,1,Georgia,GA
7095,20,2018,num_SSPs,0,Kansas,KS
7096,49,2018,num_SSPs,2,Utah,UT
7097,10,2018,num_SSPs,1,Delaware,DE
7098,55,2018,num_SSPs,15,Wisconsin,WI
